Date,Rocket Name,Price,Payload to LEO,Payload to GTO,Location,Outcome
1994-06-07T07:20:00Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-06-14T16:05:00Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-06-17T07:07:19Z,Ariane 44LP,N/A,8.00,4.17,"Guiana Space Centre, French Guiana",Launch Successful
1994-06-24T13:50:02Z,Atlas I,N/A,5.90,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
1994-06-27T21:15:00Z,Pegasus XL,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Failure
1994-07-01T12:24:50Z,Soyuz-U2,N/A,7.05,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-07-03T08:00:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
1994-07-06T23:58:51Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-07-08T16:43:01Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1994-07-08T23:05:32Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1994-07-14T05:13:30Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-07-20T17:35:00Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-07-21T10:55:00Z,Long March 3,N/A,5.00,1.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
1994-07-29T09:30:00Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-08-02T20:00:01Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-08-03T14:38:00Z,Pegasus,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Successful
1994-08-03T23:57:02Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1994-08-05T01:12:21Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-08-10T23:05:24Z,Ariane 44LP,N/A,8.00,4.17,"Guiana Space Centre, French Guiana",Launch Successful
1994-08-11T15:27:46Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-08-23T14:30:59Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-08-25T14:25:12Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-08-26T12:00:00Z,Zenit-2,N/A,13.74,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-08-27T08:58:01Z,Titan 401A Centaur,N/A,21.68,9.00,"Cape Canaveral SFS, FL, USA",Launch Successful
1994-08-27T23:10:00Z,Long March 2E,N/A,9.20,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
1994-08-28T07:50:00Z,H-II,N/A,10.06,3.93,"Tanegashima Space Center, Japan",Launch Successful
1994-08-29T17:38:00Z,SM-65E Atlas,N/A,N/A,N/A,"Vandenberg SFB, CA, USA",Launch Successful
1994-09-09T00:29:44Z,Ariane 42L,N/A,7.00,3.59,"Guiana Space Centre, French Guiana",Launch Successful
1994-09-09T22:22:53Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1994-09-21T17:53:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-09-27T14:00:00Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-09-30T11:16:01Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1994-10-03T22:42:30Z,Soyuz-U2,N/A,7.05,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-10-06T06:35:02Z,Atlas IIAS,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1994-10-08T01:07:00Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1994-10-11T14:30:00Z,Tsiklon-3,"$15,000,000",4.10,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-10-13T16:19:00Z,Proton-K/DM-2M,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-10-15T05:05:00Z,PSLV,"$21,000,000",3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
1994-10-31T14:30:56Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-11-01T00:37:00Z,Ariane 42P,N/A,6.00,2.99,"Guiana Space Centre, French Guiana",Launch Successful
1994-11-01T09:31:00Z,Delta II 7925-10,N/A,N/A,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
1994-11-02T01:04:00Z,Tsiklon-2,"$12,000,000",2.82,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-11-03T16:59:43Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1994-11-04T05:47:00Z,Zenit-2,N/A,13.74,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-11-11T07:21:58Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-11-20T00:39:37Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-11-24T09:15:59Z,Zenit-2,N/A,13.74,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-11-29T02:54:00Z,Tsiklon-3,"$15,000,000",4.10,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-11-29T10:21:02Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1994-11-29T17:02:00Z,Long March 3A,N/A,N/A,2.30,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
1994-12-01T22:57:51Z,Ariane 42P,N/A,6.00,2.99,"Guiana Space Centre, French Guiana",Launch Failure
1994-12-14T14:21:00Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-12-16T12:00:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-12-20T05:11:01Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-12-22T22:19:02Z,Titan 402A IUS,N/A,21.68,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
1994-12-26T03:01:16Z,Rokot/Briz-K,"$41,800,000",1.85,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-12-26T22:26:58Z,Tsiklon-3,"$15,000,000",4.10,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1994-12-28T11:31:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-12-29T11:30:00Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1994-12-30T10:02:00Z,SM-65E Atlas,N/A,N/A,N/A,"Vandenberg SFB, CA, USA",Launch Successful
1995-01-10T06:18:02Z,Atlas IIAS,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-01-15T13:45:00Z,Mu-3S-II,N/A,0.80,N/A,"Uchinoura Space Center, Japan",Launch Failure
1995-01-24T03:54:22Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-01-25T22:40:00Z,Long March 2E,N/A,9.20,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Failure
1995-01-29T01:25:01Z,Atlas II,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-02-03T05:22:04Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1995-02-15T16:48:28Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-02-16T17:39:59Z,Soyuz U,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-03-02T06:38:13Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1995-03-02T13:00:00Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-03-07T09:23:44Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-03-14T06:11:34Z,Soyuz-U2,N/A,7.05,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-03-18T08:01:00Z,H-II,N/A,10.06,3.93,"Tanegashima Space Center, Japan",Launch Successful
1995-03-22T04:09:03Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-03-22T06:18:01Z,Atlas IIAS,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-03-22T16:44:59Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-03-24T14:05:00Z,SM-65E Atlas,N/A,N/A,N/A,"Vandenberg SFB, CA, USA",Launch Successful
1995-03-28T10:00:00Z,Start,"$10,500,000",0.65,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Failure
1995-03-28T23:14:19Z,Ariane 44LP,N/A,8.00,4.17,"Guiana Space Centre, French Guiana",Launch Successful
1995-04-03T13:48:00Z,Pegasus Hybrid,N/A,0.35,N/A,Air launch to orbit,Launch Successful
1995-04-05T11:16:00Z,Shavit-2,N/A,N/A,N/A,"Palmachim Airbase, State of Israel",Launch Successful
1995-04-07T23:47:00Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-04-09T19:34:12Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-04-21T01:44:02Z,Ariane 40,N/A,4.60,2.29,"Guiana Space Centre, French Guiana",Launch Successful
1995-05-14T13:45:01Z,Titan 401A Centaur,N/A,21.68,9.00,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-05-17T06:34:00Z,Ariane 44LP,N/A,8.00,4.17,"Guiana Space Centre, French Guiana",Launch Successful
1995-05-20T03:33:22Z,Proton-K,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-05-23T05:52:02Z,Atlas I,N/A,5.90,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-05-24T20:10:09Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-05-31T15:27:01Z,Atlas II,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-06-08T04:43:00Z,Tsiklon-2,"$12,000,000",2.82,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-06-10T00:24:00Z,Ariane 42P,N/A,6.00,2.99,"Guiana Space Centre, French Guiana",Launch Successful
1995-06-22T19:58:00Z,Pegasus XL,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Failure
1995-06-27T19:32:19Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1995-06-28T18:25:00Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-07-05T03:09:03Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-07-07T16:23:34Z,Ariane 40,N/A,4.60,2.29,"Guiana Space Centre, French Guiana",Launch Successful
1995-07-10T12:38:03Z,Titan 401A Centaur,N/A,21.68,9.00,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-07-13T13:41:55Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1995-07-20T03:04:41Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-07-24T15:52:10Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-07-31T23:30:02Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-08-02T23:59:11Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-08-03T22:58:00Z,Ariane 42L,N/A,7.00,3.59,"Guiana Space Centre, French Guiana",Launch Successful
1995-08-05T11:10:00Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Failure
1995-08-09T02:21:00Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-08-15T22:30:00Z,Athena I,N/A,0.82,N/A,"Vandenberg SFB, CA, USA",Launch Failure
1995-08-29T00:53:02Z,Atlas IIAS,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-08-29T06:41:00Z,Ariane 44P,N/A,6.50,3.39,"Guiana Space Centre, French Guiana",Launch Successful
1995-08-30T19:33:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-08-31T06:49:59Z,Tsiklon-3,"$15,000,000",4.10,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-09-03T09:00:23Z,Soyuz-U2,N/A,7.05,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-09-07T15:09:00Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1995-09-24T00:06:00Z,Ariane 42L,N/A,7.00,3.59,"Guiana Space Centre, French Guiana",Launch Successful
1995-09-26T11:20:00Z,Soyuz U,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1995-09-29T04:25:00Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-10-06T03:23:10Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Failure
1995-10-08T18:50:40Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-10-11T16:26:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-10-19T00:38:00Z,Ariane 42L,N/A,7.00,3.59,"Guiana Space Centre, French Guiana",Launch Successful
1995-10-20T13:53:00Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1995-10-22T08:00:02Z,Atlas II,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-10-23T22:03:00Z,Conestoga 1620,N/A,1.18,N/A,"Wallops Flight Facility, Virginia, USA",Launch Failure
1995-10-31T20:19:00Z,Zenit-2,N/A,13.74,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-11-04T14:22:00Z,Delta II 7920-10,"$51,000,000",5.96,1.83,"Vandenberg SFB, CA, USA",Launch Successful
1995-11-06T05:15:01Z,Titan 401A Centaur,N/A,21.68,9.00,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-11-12T12:30:43Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1995-11-17T01:20:00Z,Ariane 44P,N/A,6.50,3.39,"Guiana Space Centre, French Guiana",Launch Successful
1995-11-17T14:25:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-11-28T11:30:05Z,Long March 2E,N/A,9.20,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
1995-12-02T08:08:01Z,Atlas IIAS,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-12-05T21:18:00Z,Titan 404A,N/A,17.70,N/A,"Vandenberg SFB, CA, USA",Launch Successful
1995-12-06T23:23:16Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1995-12-14T06:10:31Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-12-15T00:23:01Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1995-12-18T14:31:35Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-12-20T00:52:14Z,Tsiklon-2,"$12,000,000",2.82,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-12-28T06:45:18Z,Molniya-M 2BL,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1995-12-28T11:50:00Z,Long March 2E,N/A,9.20,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
1995-12-30T13:48:00Z,Delta II 7920-10,"$51,000,000",5.96,1.83,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-01-11T09:41:00Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1996-01-12T23:10:00Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1996-01-14T11:10:00Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-01-16T15:33:45Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-01-25T09:56:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-02-01T01:15:01Z,Atlas IIAS,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-02-05T07:19:38Z,Ariane 44P,N/A,6.50,3.39,"Guiana Space Centre, French Guiana",Launch Successful
1996-02-14T19:01:00Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch Failure
1996-02-17T20:43:27Z,Delta II 7925-8,N/A,N/A,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-02-19T00:58:25Z,Tsiklon-3,"$15,000,000",4.10,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-02-19T08:19:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-02-21T12:34:05Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-02-22T20:18:00Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1996-02-24T11:24:00Z,Delta II 7925-10,N/A,N/A,N/A,"Vandenberg SFB, CA, USA",Launch Successful
1996-03-09T01:33:00Z,Pegasus XL,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Successful
1996-03-14T07:11:01Z,Ariane 44LP,N/A,8.00,4.17,"Guiana Space Centre, French Guiana",Launch Successful
1996-03-14T17:40:00Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-03-21T04:53:00Z,PSLV,"$21,000,000",3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
1996-03-22T08:13:04Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1996-03-28T00:21:00Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-04-03T23:01:01Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-04-08T23:09:01Z,Proton-K/DM-2M,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-04-20T22:36:00Z,Ariane 42P,N/A,6.00,2.99,"Guiana Space Centre, French Guiana",Launch Successful
1996-04-23T11:48:50Z,Proton-K,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-04-24T12:27:40Z,Delta II 7920-10,"$51,000,000",5.96,1.83,"Vandenberg SFB, CA, USA",Launch Successful
1996-04-24T13:00:01Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-04-24T23:37:02Z,Titan 401A Centaur,N/A,21.68,9.00,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-04-30T04:31:01Z,Atlas I,N/A,5.90,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-05-05T07:04:18Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-05-12T21:32:00Z,Titan 403A,N/A,17.70,N/A,"Vandenberg SFB, CA, USA",Launch Successful
1996-05-14T08:55:00Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Failure
1996-05-16T01:56:29Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1996-05-17T02:44:00Z,Pegasus Hybrid,N/A,0.35,N/A,Air launch to orbit,Launch Successful
1996-05-19T10:30:00Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1996-05-24T01:10:00Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-05-25T02:05:00Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-06-04T12:34:00Z,Ariane 5 G,N/A,12.20,6.90,"Guiana Space Centre, French Guiana",Launch Failure
1996-06-15T06:55:09Z,Ariane 44P,N/A,6.50,3.39,"Guiana Space Centre, French Guiana",Launch Successful
1996-06-20T14:49:00Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1996-06-20T18:44:59Z,Soyuz-U-PVB,N/A,6.90,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Failure
1996-07-02T07:48:00Z,Pegasus XL,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Successful
1996-07-03T00:30:02Z,Titan 405A,N/A,17.70,N/A,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-07-03T10:47:00Z,Long March 3,N/A,5.00,1.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
1996-07-09T22:24:55Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1996-07-16T00:50:00Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-07-25T12:41:01Z,Atlas II,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-07-31T20:00:06Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-08-08T22:49:00Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1996-08-14T22:20:59Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-08-17T01:53:00Z,H-II,N/A,10.06,3.93,"Tanegashima Space Center, Japan",Launch Successful
1996-08-17T13:18:03Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-08-18T10:27:00Z,Long March 3,N/A,5.00,1.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Failure
1996-08-21T09:47:26Z,Pegasus XL,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Successful
1996-08-29T05:22:00Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-09-04T09:01:00Z,Zenit-2,N/A,13.74,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-09-05T12:47:39Z,Kosmos-3M (11K65M),N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-09-06T17:37:39Z,Proton K/DM-2,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-09-08T21:49:01Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-09-11T00:00:59Z,Ariane 42P,N/A,6.00,2.99,"Guiana Space Centre, French Guiana",Launch Successful
1996-09-12T08:49:00Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-09-16T08:54:49Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1996-09-26T17:50:53Z,Proton-K/DM-2M,N/A,N/A,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-10-20T07:20:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
1996-10-24T11:37:00Z,Molniya-M 2BL,N/A,N/A,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
1996-11-04T17:08:56Z,Pegasus XL,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Failure
1996-11-07T17:00:49Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-11-13T22:40:00Z,Ariane 44L,N/A,10.20,4.95,"Guiana Space Centre, French Guiana",Launch Successful
1996-11-16T20:48:53Z,Proton-K/D-2,N/A,6.22,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-11-19T19:55:47Z,Space Shuttle,"$450,000,000",27.50,N/A,"Kennedy Space Center, FL, USA",Launch Successful
1996-11-19T23:20:38Z,Soyuz U,N/A,6.90,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
1996-11-21T20:47:01Z,Atlas IIA,N/A,6.58,2.81,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-12-04T06:58:07Z,Delta II 7925,"$51,000,000",N/A,1.84,"Cape Canaveral SFS, FL, USA",Launch Successful
1996-12-11T12:00:00Z,Tsiklon-2,"$12,000,000",2.82,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
